afferentCoupling,bugs,commentWeight,cyclomaticComplexity,dc,difficulty,efferentCoupling,effort,instability,intelligentContent,lcom,length,loc,logicalLoc,maintainabilityIndex,maintainabilityIndexWithoutComment,myerDistance,noc,noc-anon,noca,nocc,noi,nom,operators,rdc,rsc,rsysc,sc,sysc,time,vocabulary,volume
0,0.04,40.63,2,1.33,2.77,2,305.62,1,39.85,1,27,40,5,110.81,70.18,0,1,0,0,1,0,1,0,1.33,4,5.33,4,5.33,17,17,110.36
0,0.54,37.31,4,5,13.42,6,21739.56,1,120.67,8,267,159,26,83.43,46.12,0,1,0,0,1,0,8,0,0.63,3.25,3.88,26,31,1208,67,1619.65
0,0.12,30.85,1,1,4.63,1,1619.1,1,75.69,2,81,76,12,89.36,58.51,0,1,0,0,1,0,2,0,0.5,1,1.5,2,3,90,20,350.08
0,0.09,32.93,1,1,3.63,1,955.69,1,72.73,2,61,65,9,95.03,62.1,0,1,0,0,1,0,2,0,0.5,1,1.5,2,3,53,20,263.64
0,0,0,1,0,0,0,0,0,0,0,0,158,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,26,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,42,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,63,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.38,33.28,5,1.5,13.11,8,15126.2,1,88.01,3,187,86,25,80.67,47.39,1,1,0,0,1,0,3,1,0.5,10,10.5,30,31.5,840,72,1153.78
0,0.06,36,1,1,3.07,1,560.16,1,59.56,2,43,52,6,103.05,67.05,0,1,0,0,1,0,2,0,0.5,1,1.5,2,3,31,19,182.66
0,0,0,1,0,0,0,0,0,0,0,0,71,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
